image_id,filename,child_id,task_id,label,annotator,split,age,school_year,observation,imagem,ia,modelo,prompt,classificacao_ia,justificativa,confianca
IMG003,C003_T001_IMG003.jpg,C003,T001,SILABICO,A001,train,6,1º ano,,C003_T001_IMG003.jpg,gemini,models/gemini-flash-lite-latest,P2,SILABICO_ALFABETICO,"A escrita apresenta trechos em que há uma oscilação entre a representação de sílabas inteiras por grafemas (hipótese silábica) e o avanço para a representação de fonemas individuais em partes das palavras (hipótese alfabética), acompanhada por escritas que se aproximam dos nomes ou legendas dos desenhos representados.",0.85
IMG004,C004_T001_IMG004.jpg,C004,T001,SILABICO,A001,train,6,1º ano,,C004_T001_IMG004.jpg,openai,gpt-4o-mini,P1,ERRO,classificar_com_openai() got an unexpected keyword argument 'prompt',0.0
IMG004,C004_T001_IMG004.jpg,C004,T001,SILABICO,A001,train,6,1º ano,,C004_T001_IMG004.jpg,openai,gpt-4o-mini,P2,ERRO,classificar_com_openai() got an unexpected keyword argument 'prompt',0.0
IMG004,C004_T001_IMG004.jpg,C004,T001,SILABICO,A001,train,6,1º ano,,C004_T001_IMG004.jpg,claude,claude-sonnet-4-5,P1,ERRO,classificar_com_claude() got an unexpected keyword argument 'prompt',0.0
IMG004,C004_T001_IMG004.jpg,C004,T001,SILABICO,A001,train,6,1º ano,,C004_T001_IMG004.jpg,claude,claude-sonnet-4-5,P2,ERRO,classificar_com_claude() got an unexpected keyword argument 'prompt',0.0
IMG004,C004_T001_IMG004.jpg,C004,T001,SILABICO,A001,train,6,1º ano,,C004_T001_IMG004.jpg,gemini,models/gemini-flash-lite-latest,P1,ALFABETICO,"A criança escreve com correspondência quase total entre letras e fonemas, segmentando as palavras corretamente e representando as unidades sonoras de forma convencional ('Eu quero que Mina, Mãe e Viva, pra sipri.', além da lista à esquerda com 'Bolo', 'Bilulito', 'boneca', 'brigideiro', 'pé').",0.95
IMG004,C004_T001_IMG004.jpg,C004,T001,SILABICO,A001,train,6,1º ano,,C004_T001_IMG004.jpg,gemini,models/gemini-flash-lite-latest,P2,ALFABETICO,"A escrita apresenta correspondência direta entre grafemas e fonemas, formando palavras legíveis com estrutura silábica complexa (ex: 'Bolo', 'brinquedo/brigideiro', 'Eu quero que Nina, Mãe e Viva, pra sipri.'), demonstrando a compreensão completa do princípio alfabético, embora com pequenas variações ortográficas e segmentações.",0.95
IMG005,C005_T001_IMG005.jpg,C005,T001,SILABICO,A001,train,6,1º ano,,C005_T001_IMG005.jpg,openai,gpt-4o-mini,P1,ERRO,classificar_com_openai() got an unexpected keyword argument 'prompt',0.0
IMG005,C005_T001_IMG005.jpg,C005,T001,SILABICO,A001,train,6,1º ano,,C005_T001_IMG005.jpg,openai,gpt-4o-mini,P2,ERRO,classificar_com_openai() got an unexpected keyword argument 'prompt',0.0
IMG005,C005_T001_IMG005.jpg,C005,T001,SILABICO,A001,train,6,1º ano,,C005_T001_IMG005.jpg,claude,claude-sonnet-4-5,P1,ERRO,classificar_com_claude() got an unexpected keyword argument 'prompt',0.0
IMG005,C005_T001_IMG005.jpg,C005,T001,SILABICO,A001,train,6,1º ano,,C005_T001_IMG005.jpg,claude,claude-sonnet-4-5,P2,ERRO,classificar_com_claude() got an unexpected keyword argument 'prompt',0.0
IMG005,C005_T001_IMG005.jpg,C005,T001,SILABICO,A001,train,6,1º ano,,C005_T001_IMG005.jpg,gemini,models/gemini-flash-lite-latest,P1,ALFABETICO,"A criança escreve de forma convencional, utilizando correspondência quase completa entre fonemas e grafemas ('1 de abril bola', 'flamengo', 'chuteira', 'tinha brigadeiro', 'meu aniversário foi legal'), segmentando as palavras corretamente e dominando o princípio alfabético do sistema de escrita.",0.98
IMG005,C005_T001_IMG005.jpg,C005,T001,SILABICO,A001,train,6,1º ano,,C005_T001_IMG005.jpg,gemini,models/gemini-flash-lite-latest,P2,ALFABETICO,"A criança demonstra a compreensão de que cada grafema representa um fonema da fala, escrevendo palavras legíveis com correspondência sonora quase completa (ex: '1 de abril', 'bola', 'flamengo', 'chuteira', 'tinha brigadeiro', 'meu aniversário foi legal'), apresentando algumas pequenas variações ortográficas típicas da fase inicial da alfabetização.",0.95
IMG006,C006_T001_IMG006.jpg,C006,T001,PRE_SILABICO,A001,train,6,1º ano,,C006_T001_IMG006.jpg,openai,gpt-4o-mini,P1,ERRO,classificar_com_openai() got an unexpected keyword argument 'prompt',0.0
IMG006,C006_T001_IMG006.jpg,C006,T001,PRE_SILABICO,A001,train,6,1º ano,,C006_T001_IMG006.jpg,openai,gpt-4o-mini,P2,ERRO,classificar_com_openai() got an unexpected keyword argument 'prompt',0.0
IMG006,C006_T001_IMG006.jpg,C006,T001,PRE_SILABICO,A001,train,6,1º ano,,C006_T001_IMG006.jpg,claude,claude-sonnet-4-5,P1,ERRO,classificar_com_claude() got an unexpected keyword argument 'prompt',0.0
IMG006,C006_T001_IMG006.jpg,C006,T001,PRE_SILABICO,A001,train,6,1º ano,,C006_T001_IMG006.jpg,claude,claude-sonnet-4-5,P2,ERRO,classificar_com_claude() got an unexpected keyword argument 'prompt',0.0
IMG006,C006_T001_IMG006.jpg,C006,T001,PRE_SILABICO,A001,train,6,1º ano,,C006_T001_IMG006.jpg,gemini,models/gemini-flash-lite-latest,P1,ALFABETICO,"A criança escreve palavras com correspondência exata entre fonemas e grafemas convencionais (como 'MARIA COMPROU', 'BRIGADEIRO', 'BOLO', 'CAMINHÃO'), utilizando a base alfabética de escrita, embora com algumas variações ortográficas e a presença de traços de desenho.",0.95
IMG006,C006_T001_IMG006.jpg,C006,T001,PRE_SILABICO,A001,train,6,1º ano,,C006_T001_IMG006.jpg,gemini,models/gemini-flash-lite-latest,P2,ALFABETICO,"A criança demonstra domínio completo do princípio alfabético, escrevendo palavras de forma legível e com valor sonoro convencional ('MARIA COMPROU', 'CORTINHA', 'BRIGADEIRO', 'BOLO', 'CAMINHÃO', 'JORNAL'). Apresenta controle sobre a correspondência grafofônica, embora com alguns desvios ortográficos comuns na fase de aquisição (como 'comrol' ou 'bri quedo' / 'bri i quedo').",0.95
IMG007,C007_T001_IMG007.jpg,C007,T001,SILABICO,A001,train,6,1º ano,,C007_T001_IMG007.jpg,openai,gpt-4o-mini,P1,ERRO,classificar_com_openai() got an unexpected keyword argument 'prompt',0.0
IMG007,C007_T001_IMG007.jpg,C007,T001,SILABICO,A001,train,6,1º ano,,C007_T001_IMG007.jpg,openai,gpt-4o-mini,P2,ERRO,classificar_com_openai() got an unexpected keyword argument 'prompt',0.0
IMG007,C007_T001_IMG007.jpg,C007,T001,SILABICO,A001,train,6,1º ano,,C007_T001_IMG007.jpg,claude,claude-sonnet-4-5,P1,ERRO,classificar_com_claude() got an unexpected keyword argument 'prompt',0.0
IMG007,C007_T001_IMG007.jpg,C007,T001,SILABICO,A001,train,6,1º ano,,C007_T001_IMG007.jpg,claude,claude-sonnet-4-5,P2,ERRO,classificar_com_claude() got an unexpected keyword argument 'prompt',0.0
IMG007,C007_T001_IMG007.jpg,C007,T001,SILABICO,A001,train,6,1º ano,,C007_T001_IMG007.jpg,gemini,models/gemini-flash-lite-latest,P1,PRE_SILABICO,"A criança utiliza repertório de letras conhecidas (como em listas verticais e na frase inferior), mas sem correspondência sonora estável com a sofisticação silábica ou alfabética da escrita convencional, mantendo variações quantitativas e qualitativas típicas da hipótese pré-silábica.",0.85
IMG007,C007_T001_IMG007.jpg,C007,T001,SILABICO,A001,train,6,1º ano,,C007_T001_IMG007.jpg,gemini,models/gemini-flash-lite-latest,P2,SILABICO,"A criança escreve utilizando predominantemente uma letra para cada sílaba sonora emitida (hipótese silábica), apresentando controle sobre a quantidade de caracteres por palavra, sem correspondência exata com todos os fonemas.",0.85
IMG008,C008_T001_IMG008.jpg,C008,T001,SILABICO,A001,train,6,1º ano,,C008_T001_IMG008.jpg,openai,gpt-4o-mini,P1,ERRO,classificar_com_openai() got an unexpected keyword argument 'prompt',0.0
IMG008,C008_T001_IMG008.jpg,C008,T001,SILABICO,A001,train,6,1º ano,,C008_T001_IMG008.jpg,openai,gpt-4o-mini,P2,ERRO,classificar_com_openai() got an unexpected keyword argument 'prompt',0.0
IMG008,C008_T001_IMG008.jpg,C008,T001,SILABICO,A001,train,6,1º ano,,C008_T001_IMG008.jpg,claude,claude-sonnet-4-5,P1,ERRO,classificar_com_claude() got an unexpected keyword argument 'prompt',0.0
IMG008,C008_T001_IMG008.jpg,C008,T001,SILABICO,A001,train,6,1º ano,,C008_T001_IMG008.jpg,claude,claude-sonnet-4-5,P2,ERRO,classificar_com_claude() got an unexpected keyword argument 'prompt',0.0
IMG008,C008_T001_IMG008.jpg,C008,T001,SILABICO,A001,train,6,1º ano,,C008_T001_IMG008.jpg,gemini,models/gemini-flash-lite-latest,P1,ALFABETICO,"A criança escreve palavras completas com correspondência sonora quase integral, como 'VELA', 'BOLO', 'BALÃO', 'RIGADLU', 'HRIAVE', 'LEGAU', 'SOU' e outras tentativas mais extensas, demonstrando a compreensão de que cada letra ou fonema representa uma unidade sonora e fonológica da escrita, característica do nível alfabético.",0.95
IMG008,C008_T001_IMG008.jpg,C008,T001,SILABICO,A001,train,6,1º ano,,C008_T001_IMG008.jpg,gemini,models/gemini-flash-lite-latest,P2,ALFABETICO,"A criança escreve palavras completas com correspondência sistemática entre grafemas e fonemas, demonstrando total domínio do princípio alfabético (por exemplo, escrevendo corretamente 'VELA', 'BOLO', 'BALÃO', 'SOU' e outras palavras/tentativas estruturadas foneticamente).",0.95
IMG009,C009_T001_IMG009.jpg,C009,T001,SILABICO,A001,train,6,1º ano,,C009_T001_IMG009.jpg,openai,gpt-4o-mini,P1,ERRO,classificar_com_openai() got an unexpected keyword argument 'prompt',0.0
IMG009,C009_T001_IMG009.jpg,C009,T001,SILABICO,A001,train,6,1º ano,,C009_T001_IMG009.jpg,openai,gpt-4o-mini,P2,ERRO,classificar_com_openai() got an unexpected keyword argument 'prompt',0.0
IMG009,C009_T001_IMG009.jpg,C009,T001,SILABICO,A001,train,6,1º ano,,C009_T001_IMG009.jpg,claude,claude-sonnet-4-5,P1,ERRO,classificar_com_claude() got an unexpected keyword argument 'prompt',0.0
IMG009,C009_T001_IMG009.jpg,C009,T001,SILABICO,A001,train,6,1º ano,,C009_T001_IMG009.jpg,claude,claude-sonnet-4-5,P2,ERRO,classificar_com_claude() got an unexpected keyword argument 'prompt',0.0
IMG009,C009_T001_IMG009.jpg,C009,T001,SILABICO,A001,train,6,1º ano,,C009_T001_IMG009.jpg,gemini,models/gemini-flash-lite-latest,P1,ERRO,"Erro na chamada Gemini: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}",0.0
IMG009,C009_T001_IMG009.jpg,C009,T001,SILABICO,A001,train,6,1º ano,,C009_T001_IMG009.jpg,gemini,models/gemini-flash-lite-latest,P2,ERRO,Erro na chamada Gemini: 'list' object has no attribute 'get',0.0
IMG010,C010_T001_IMG010.jpg,C010,T001,SILABICO,A001,train,6,1º ano,,C010_T001_IMG010.jpg,openai,gpt-4o-mini,P1,ERRO,classificar_com_openai() got an unexpected keyword argument 'prompt',0.0
IMG010,C010_T001_IMG010.jpg,C010,T001,SILABICO,A001,train,6,1º ano,,C010_T001_IMG010.jpg,openai,gpt-4o-mini,P2,ERRO,classificar_com_openai() got an unexpected keyword argument 'prompt',0.0
IMG010,C010_T001_IMG010.jpg,C010,T001,SILABICO,A001,train,6,1º ano,,C010_T001_IMG010.jpg,claude,claude-sonnet-4-5,P1,ERRO,classificar_com_claude() got an unexpected keyword argument 'prompt',0.0
IMG010,C010_T001_IMG010.jpg,C010,T001,SILABICO,A001,train,6,1º ano,,C010_T001_IMG010.jpg,claude,claude-sonnet-4-5,P2,ERRO,classificar_com_claude() got an unexpected keyword argument 'prompt',0.0
IMG010,C010_T001_IMG010.jpg,C010,T001,SILABICO,A001,train,6,1º ano,,C010_T001_IMG010.jpg,gemini,models/gemini-flash-lite-latest,P1,ALFABETICO,"A criança escreve frases completas ('bolo, sereia, prezete, meu aniversário foi legal e Larista Kawanne') com correspondência sonora quase completa, demonstrando domínio do sistema alfabético, embora com pequenos desvios ortográficos (ex: 'prezete' por presente, 'larista' por Larissa).",0.95
IMG010,C010_T001_IMG010.jpg,C010,T001,SILABICO,A001,train,6,1º ano,,C010_T001_IMG010.jpg,gemini,models/gemini-flash-lite-latest,P2,ALFABETICO,"A criança escreve o texto completo de forma legível e com valor sonoro convencional para cada fonema/sílaba ('Bolo Geria [geral] presente / Meu aniversário foi legal / E / Lawsta [Larissa] Kauanne'), demonstrando plena compreensão do princípio alfabético, embora com pequenas trocas ortográficas e desvios formais comuns.",0.98
IMG011,C011_T001_IMG011.jpg,C011,T001,SILABICO,A001,train,6,1º ano,,C011_T001_IMG011.jpg,openai,gpt-4o-mini,P1,ERRO,classificar_com_openai() got an unexpected keyword argument 'prompt',0.0
IMG011,C011_T001_IMG011.jpg,C011,T001,SILABICO,A001,train,6,1º ano,,C011_T001_IMG011.jpg,openai,gpt-4o-mini,P2,ERRO,classificar_com_openai() got an unexpected keyword argument 'prompt',0.0
IMG011,C011_T001_IMG011.jpg,C011,T001,SILABICO,A001,train,6,1º ano,,C011_T001_IMG011.jpg,claude,claude-sonnet-4-5,P1,ERRO,classificar_com_claude() got an unexpected keyword argument 'prompt',0.0
IMG011,C011_T001_IMG011.jpg,C011,T001,SILABICO,A001,train,6,1º ano,,C011_T001_IMG011.jpg,claude,claude-sonnet-4-5,P2,ERRO,classificar_com_claude() got an unexpected keyword argument 'prompt',0.0
IMG011,C011_T001_IMG011.jpg,C011,T001,SILABICO,A001,train,6,1º ano,,C011_T001_IMG011.jpg,gemini,models/gemini-flash-lite-latest,P1,ALFABETICO,"A criança demonstra domínio do sistema de escrita alfabética, correspondendo os fonemas aos grafemas de maneira convencional na grande maioria das palavras (ex: 'Bolo', 'brigadeiro', 'presentes', 'parabéns', 'Meu aniversário foi muito legal'), apresentando correspondência sonora regular e ortografia próxima ou correta para a faixa etária.",0.98
IMG011,C011_T001_IMG011.jpg,C011,T001,SILABICO,A001,train,6,1º ano,,C011_T001_IMG011.jpg,gemini,models/gemini-flash-lite-latest,P2,ALFABETICO,"A criança escreve frases completas e perfeitamente legíveis ('Bolo', 'convidados', 'brigadeiro', 'presentes', 'parabéns', 'Ana Líssa da Silva Tertuli[ano]', 'Meu aniversário foi muito legal.'), demonstrando a compreensão de que cada letra representa um som (princípio alfabético), com correspondência grafofônica consolidada, embora apresente pequenos desvios ortográficos típicos da fase.",0.98
IMG012,C012_T001_IMG012.jpg,C012,T001,SILABICO_ALFABETICO,A001,validation,6,1º ano,,C012_T001_IMG012.jpg,openai,gpt-4o-mini,P1,ERRO,classificar_com_openai() got an unexpected keyword argument 'prompt',0.0
IMG012,C012_T001_IMG012.jpg,C012,T001,SILABICO_ALFABETICO,A001,validation,6,1º ano,,C012_T001_IMG012.jpg,openai,gpt-4o-mini,P2,ERRO,classificar_com_openai() got an unexpected keyword argument 'prompt',0.0
IMG012,C012_T001_IMG012.jpg,C012,T001,SILABICO_ALFABETICO,A001,validation,6,1º ano,,C012_T001_IMG012.jpg,claude,claude-sonnet-4-5,P1,ERRO,classificar_com_claude() got an unexpected keyword argument 'prompt',0.0
IMG012,C012_T001_IMG012.jpg,C012,T001,SILABICO_ALFABETICO,A001,validation,6,1º ano,,C012_T001_IMG012.jpg,claude,claude-sonnet-4-5,P2,ERRO,classificar_com_claude() got an unexpected keyword argument 'prompt',0.0
IMG012,C012_T001_IMG012.jpg,C012,T001,SILABICO_ALFABETICO,A001,validation,6,1º ano,,C012_T001_IMG012.jpg,gemini,models/gemini-flash-lite-latest,P1,ALFABETICO,"A criança demonstra domínio do princípio alfabético, havendo correspondência quase estável entre fonemas e grafemas (ex: 'SOU BOLU', 'OBRIGADERO MEDANI VESARO BH'), com boa segmentação e representação das unidades sonoras das palavras, indicando hipótese alfabética.",0.95
IMG012,C012_T001_IMG012.jpg,C012,T001,SILABICO_ALFABETICO,A001,validation,6,1º ano,,C012_T001_IMG012.jpg,gemini,models/gemini-flash-lite-latest,P2,ALFABETICO,"A criança escreve empregando uma letra para cada fonema/som, mantendo a correspondência grafofônica evidente em quase todas as palavras. Embora haja aglutinação de palavras e desvios ortográficos (como 'oberodbrigadero' para 'obrigado' e 'vesario' para 'aniversário'), o princípio alfabético está plenamente consolidado.",0.95
IMG013,C013_T001_IMG013.jpg,C013,T001,SILABICO,A001,validation,6,1º ano,,C013_T001_IMG013.jpg,openai,gpt-4o-mini,P1,ERRO,classificar_com_openai() got an unexpected keyword argument 'prompt',0.0
IMG013,C013_T001_IMG013.jpg,C013,T001,SILABICO,A001,validation,6,1º ano,,C013_T001_IMG013.jpg,openai,gpt-4o-mini,P2,ERRO,classificar_com_openai() got an unexpected keyword argument 'prompt',0.0
IMG013,C013_T001_IMG013.jpg,C013,T001,SILABICO,A001,validation,6,1º ano,,C013_T001_IMG013.jpg,claude,claude-sonnet-4-5,P1,ERRO,classificar_com_claude() got an unexpected keyword argument 'prompt',0.0
IMG013,C013_T001_IMG013.jpg,C013,T001,SILABICO,A001,validation,6,1º ano,,C013_T001_IMG013.jpg,claude,claude-sonnet-4-5,P2,ERRO,classificar_com_claude() got an unexpected keyword argument 'prompt',0.0
IMG013,C013_T001_IMG013.jpg,C013,T001,SILABICO,A001,validation,6,1º ano,,C013_T001_IMG013.jpg,gemini,models/gemini-flash-lite-latest,P1,ALFABETICO,"A criança escreve empregando correspondência quase completa entre fonemas e grafemas, segmentando corretamente as palavras e apresentando traçados convencionais organizados em linhas (ex: ""BOLO"", ""PAPAI"", ""COMIDA"", ""MARIA"", ""O MEU ANIVERSARIO"", ""LAURA HELENA SOARES CARDOSO"").",0.95
IMG013,C013_T001_IMG013.jpg,C013,T001,SILABICO,A001,validation,6,1º ano,,C013_T001_IMG013.jpg,gemini,models/gemini-flash-lite-latest,P2,SILABICO_ALFABETICO,"A criança demonstra uma escrita intermediária, oscilando entre a representação de uma letra para cada sílaba e a representação de todos os fonemas. Algumas sílabas são anotadas com apenas uma letra (ex: 'bolo' como 'bolo', 'comida' como 'comida', mas outras apresentam omissões e reduções características do nível silábico-alfabético), evidenciando a transição para a análise fonêmica completa.",0.85
IMG014,C014_T001_IMG014.jpg,C014,T001,SILABICO,A001,validation,6,1º ano,,C014_T001_IMG014.jpg,openai,gpt-4o-mini,P1,ERRO,classificar_com_openai() got an unexpected keyword argument 'prompt',0.0
IMG014,C014_T001_IMG014.jpg,C014,T001,SILABICO,A001,validation,6,1º ano,,C014_T001_IMG014.jpg,openai,gpt-4o-mini,P2,ERRO,classificar_com_openai() got an unexpected keyword argument 'prompt',0.0
IMG014,C014_T001_IMG014.jpg,C014,T001,SILABICO,A001,validation,6,1º ano,,C014_T001_IMG014.jpg,claude,claude-sonnet-4-5,P1,ERRO,classificar_com_claude() got an unexpected keyword argument 'prompt',0.0
IMG014,C014_T001_IMG014.jpg,C014,T001,SILABICO,A001,validation,6,1º ano,,C014_T001_IMG014.jpg,claude,claude-sonnet-4-5,P2,ERRO,classificar_com_claude() got an unexpected keyword argument 'prompt',0.0
IMG014,C014_T001_IMG014.jpg,C014,T001,SILABICO,A001,validation,6,1º ano,,C014_T001_IMG014.jpg,gemini,models/gemini-flash-lite-latest,P1,ALFABETICO,"A criança demonstra domínio do princípio alfabético, escrevendo palavras e frases completas com correspondência estável entre fonemas e grafemas (ex: 'O BOLO É DOCO', 'JUCA', 'FACA', 'FADA', 'DO BEBE'), o que caracteriza o nível alfabético.",0.95
IMG014,C014_T001_IMG014.jpg,C014,T001,SILABICO,A001,validation,6,1º ano,,C014_T001_IMG014.jpg,gemini,models/gemini-flash-lite-latest,P2,ALFABETICO,"A criança escreve palavras e frases completas e legíveis, estabelecendo correspondência biunívoca entre grafemas e fonemas (ex: 'FACA', 'FADA', 'DECE', 'O BOLO É DOCO' [doce], 'DO ESCADA', 'DO BE'). Há domínio do princípio alfabético, embora persistam desvios ortográficos naturais dessa fase de aquisição (trocas/simplificações como 'doco' para doce e 'esca' para escada).",0.95
IMG015,C015_T001_IMG015.jpg,C015,T001,SILABICO,A001,validation,6,1º ano,,C015_T001_IMG015.jpg,openai,gpt-4o-mini,P1,ERRO,classificar_com_openai() got an unexpected keyword argument 'prompt',0.0
IMG015,C015_T001_IMG015.jpg,C015,T001,SILABICO,A001,validation,6,1º ano,,C015_T001_IMG015.jpg,openai,gpt-4o-mini,P2,ERRO,classificar_com_openai() got an unexpected keyword argument 'prompt',0.0
IMG015,C015_T001_IMG015.jpg,C015,T001,SILABICO,A001,validation,6,1º ano,,C015_T001_IMG015.jpg,claude,claude-sonnet-4-5,P1,ERRO,classificar_com_claude() got an unexpected keyword argument 'prompt',0.0
IMG015,C015_T001_IMG015.jpg,C015,T001,SILABICO,A001,validation,6,1º ano,,C015_T001_IMG015.jpg,claude,claude-sonnet-4-5,P2,ERRO,classificar_com_claude() got an unexpected keyword argument 'prompt',0.0
IMG015,C015_T001_IMG015.jpg,C015,T001,SILABICO,A001,validation,6,1º ano,,C015_T001_IMG015.jpg,gemini,models/gemini-flash-lite-latest,P1,ALFABETICO,"A criança demonstra a apropriação do sistema alfabético de escrita, produzindo palavras e frases convencionais (como 'FACA', 'FADA', 'DECE', 'DICE', 'U BOLO E DOCO', 'DO ESCA', 'DO BE') com correspondência estável entre fonemas e grafemas.",0.95
IMG015,C015_T001_IMG015.jpg,C015,T001,SILABICO,A001,validation,6,1º ano,,C015_T001_IMG015.jpg,gemini,models/gemini-flash-lite-latest,P2,ALFABETICO,"A criança escreve palavras e frases completas com correspondência fonema-grafema praticamente completa e legível, como nas produções 'O BOLO E DOCO' (o bolo é doce), 'DO BE' e 'FACA', demonstrando domínio do princípio alfabético, embora com pequenas trocas ortográficas.",0.95
IMG016,C016_T001_IMG016.jpg,C016,T001,SILABICO_ALFABETICO,A001,test,6,1º ano,,C016_T001_IMG016.jpg,openai,gpt-4o-mini,P1,ERRO,classificar_com_openai() got an unexpected keyword argument 'prompt',0.0
IMG016,C016_T001_IMG016.jpg,C016,T001,SILABICO_ALFABETICO,A001,test,6,1º ano,,C016_T001_IMG016.jpg,openai,gpt-4o-mini,P2,ERRO,classificar_com_openai() got an unexpected keyword argument 'prompt',0.0
IMG016,C016_T001_IMG016.jpg,C016,T001,SILABICO_ALFABETICO,A001,test,6,1º ano,,C016_T001_IMG016.jpg,claude,claude-sonnet-4-5,P1,ERRO,classificar_com_claude() got an unexpected keyword argument 'prompt',0.0
IMG016,C016_T001_IMG016.jpg,C016,T001,SILABICO_ALFABETICO,A001,test,6,1º ano,,C016_T001_IMG016.jpg,claude,claude-sonnet-4-5,P2,ERRO,classificar_com_claude() got an unexpected keyword argument 'prompt',0.0
